rowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
18211,75832433,Moore,612,France,Male,67,4,66622.67,2,1,0,87704.29,0
18212,62326377,Garcia,632,Italy,Female,55,2,47235.33,2,0,1,85019.98,1
18213,93779592,Williams,424,Italy,Male,38,6,249267.47,1,0,1,103662.95,1
18214,32039332,Jones,840,France,Male,46,4,82251.28,4,1,1,109312.35,0
18215,10256170,Miller,643,Netherlands,Female,55,7,168038.64,1,0,0,24477.29,0
18216,24066051,Davis,521,Netherlands,Female,54,5,169540.66,4,1,1,74280.93,0
18217,72552313,Taylor,716,France,Male,67,0,175335.7,3,0,1,69761.96,1
18218,22491004,Jones,524,Netherlands,Female,45,4,88257.63,1,1,0,23785.84,0
18219,83867939,Johnson,450,Spain,Female,27,7,59692.62,2,0,1,47923.94,1
18220,44446733,Anderson,501,France,Female,67,1,87323.21,2,0,0,35929.06,0
18221,56267970,Garcia,346,France,Male,18,1,49053.62,1,1,0,86722.99,1
18222,98191500,Moore,414,Spain,Female,18,4,229605.35,2,1,0,134418.6,0
18223,68363613,Jones,497,Spain,Female,52,2,144783.15,2,0,1,113880.16,0
18224,94202022,Taylor,321,Netherlands,Male,23,0,41774.07,2,1,0,21159.8,0
18225,25972272,Martinez,414,Germany,Female,36,9,13499.28,1,0,1,68346.39,0
18226,48306791,Jones,410,Germany,Female,19,8,36585.14,1,0,1,122173.24,0
18227,13123140,Taylor,792,Germany,Female,23,4,134878.17,1,0,1,123157.7,0
18228,43242653,Wilson,617,Italy,Female,66,4,82274.46,2,1,1,29154.05,0
18229,97527180,Miller,401,Spain,Female,61,2,58983.37,4,1,1,34076.02,0
18230,90361362,Martinez,459,Netherlands,Male,46,3,112513.92,1,0,1,130990.86,0
18231,40880565,Smith,843,Spain,Female,54,7,44265.27,4,0,0,92781.85,1
18232,95943396,Davis,464,Netherlands,Male,65,1,89498.74,1,0,0,95272.57,0
18233,89259560,Anderson,473,Italy,Male,34,10,247964.25,4,0,0,28813.94,0
18234,91895853,Miller,750,Italy,Male,45,8,220385.76,2,0,1,43665.66,0
18235,51181647,Taylor,608,Italy,Female,51,8,212175.8,4,0,1,85438.95,0
18236,41804409,Garcia,735,Germany,Male,64,2,216147.76,4,0,1,61142.89,1
18237,24823926,Davis,702,Spain,Male,50,8,122987.78,2,0,1,44014.87,0
18238,50674815,Smith,691,Spain,Female,44,4,8116.53,1,1,0,53183.86,0
18239,34086936,Smith,584,Germany,Male,35,8,245001.32,3,1,1,139404.53,0
18240,27906574,Smith,383,France,Male,42,8,204101.32,3,0,0,74116.17,0
18241,25041273,Johnson,635,Spain,Female,45,8,44288.16,1,0,1,49048.84,0
18242,81180815,Williams,436,Italy,Female,26,9,65152.34,4,1,1,66419.22,0
18243,74442039,Hernandez,801,Spain,Male,24,0,91155.61,2,1,0,91300.33,1
18244,70995091,Brown,696,France,Male,24,6,209225.12,4,0,0,65128.93,0
18245,94350199,Martin,714,Germany,Female,67,5,139836.64,1,0,0,66330.49,0
18246,50338016,Jones,784,Italy,Male,69,2,207283.87,3,0,1,117338.86,1
18247,85678072,Hernandez,710,France,Male,38,6,107522.21,4,0,0,27499.91,0
18248,26409941,Garcia,399,France,Male,18,4,4930.91,1,0,1,105604.71,1
18249,69618022,Smith,660,Netherlands,Male,38,5,202387.96,3,0,1,119681.38,0
18250,47323868,Williams,520,Germany,Male,69,4,153030.72,2,0,0,86101.76,0
18251,82172942,Garcia,514,Germany,Female,42,7,203488.02,3,1,1,107958.71,0
18252,85575903,Davis,533,Italy,Male,42,3,72988.95,1,1,0,125077.41,0
18253,56659703,Smith,763,Germany,Male,28,1,40649.35,3,1,0,93468.2,0
18254,32343459,Smith,455,Spain,Male,59,4,208704.16,3,1,0,133971.54,1
18255,39653407,Smith,640,Italy,Male,56,4,82454.34,4,1,1,21436.31,0
18256,53381330,Jones,405,France,Male,57,8,32784.95,2,0,1,77786.75,1
18257,87734485,Smith,483,France,Female,57,3,85579.47,4,0,1,96416.38,0
18258,31280133,Miller,793,Netherlands,Male,66,10,248054.98,4,0,0,51280.18,1
18259,17776040,Taylor,489,France,Female,22,3,135684.2,2,1,1,145273.04,0
18260,22529593,Miller,574,Italy,Male,46,10,150388.95,4,1,0,77321.95,0
18261,81663780,Brown,413,Spain,Male,63,2,198246.53,4,0,0,128524.13,0
18262,42507762,Garcia,672,Netherlands,Male,54,2,159530.4,4,0,1,66880.52,0
18263,83596963,Brown,694,Netherlands,Male,20,3,163913.43,1,1,1,54185.15,0
18264,48414225,Davis,788,Germany,Female,42,7,199868.87,1,0,1,86780.27,0
18265,21371256,Miller,844,Spain,Male,56,8,11535.62,4,1,1,125462.19,0
18266,61263636,Johnson,548,Italy,Female,35,8,236209.75,2,1,1,21174.14,1
18267,98363975,Moore,776,Netherlands,Female,50,8,37903.65,2,0,0,85581.35,0
18268,87299608,Garcia,516,Germany,Male,34,3,152346.72,3,1,1,89180.46,1
18269,16463758,Brown,696,France,Female,27,0,24968.36,3,1,1,106135.86,1
18270,76297525,Johnson,476,Spain,Female,50,4,164896.41,2,0,0,147949.66,0
18271,99003401,Moore,606,Germany,Female,23,5,212767.72,1,0,1,111051.95,0
18272,21585056,Hernandez,817,Netherlands,Female,67,4,231125.94,4,1,1,103874.64,0
18273,53787257,Anderson,742,Netherlands,Female,54,0,149370.82,4,0,1,76390.48,0
18274,94597483,Moore,537,France,Male,47,10,215580.26,3,0,1,105060.43,0
18275,11275005,Moore,836,Germany,Male,53,8,196739.77,1,0,0,31417.55,1
18276,12001075,Martinez,353,Italy,Female,63,2,69193.07,1,1,0,72565.67,0
18277,67162697,Martin,528,Italy,Female,19,7,30702.78,2,0,1,84336.03,1
18278,41755913,Davis,732,Spain,Female,31,6,56092.06,4,1,1,58412.26,0
18279,67617851,Miller,604,Italy,Male,65,5,137930.87,1,0,1,81239.77,0
18280,81843838,Moore,791,France,Male,69,2,42449.18,3,0,0,84191.89,1
18281,97030448,Martin,595,Germany,Male,50,3,94149.09,3,0,0,100557.49,0
18282,48627441,Williams,418,Netherlands,Female,41,1,111549.12,3,0,0,138000.18,1
18283,62713827,Taylor,366,Spain,Male,45,7,43695.85,3,1,0,51450.4,0
18284,58936737,Hernandez,677,France,Female,30,0,75207.62,3,0,1,55760.99,1
18285,97212813,Garcia,698,Germany,Female,18,3,247091.04,1,0,0,109480.14,0
18286,58026980,Taylor,767,Germany,Female,21,6,131448.82,1,0,1,54255.5,1
18287,98982816,Martin,695,Netherlands,Female,35,0,94539.42,3,1,1,134358.94,0
18288,89451183,Johnson,305,Spain,Male,27,6,19370.28,1,0,0,138877.09,0
18289,51356844,Miller,394,Italy,Female,52,0,105805.21,4,0,0,77363.97,0
18290,16634425,Wilson,368,Germany,Female,19,7,34221.39,4,1,1,108737.43,1
18291,77332709,Williams,747,Germany,Male,53,1,175424.9,2,1,1,35999.35,0
18292,73566868,Martin,711,Spain,Male,40,9,146695.01,4,0,1,66774.62,0
18293,31012686,Taylor,605,France,Male,62,2,47775.46,2,0,1,146126.98,0
18294,71209064,Anderson,305,Germany,Female,36,5,248012.25,3,1,1,23426.93,0
18295,80292970,Hernandez,482,Italy,Male,56,0,44029.05,4,1,0,71727.0,0
18296,36052656,Williams,716,France,Male,57,0,51268.27,4,0,0,31736.76,0
18297,63593991,Davis,796,Spain,Male,67,6,3151.78,4,1,0,52399.48,0
18298,28081991,Anderson,563,Spain,Female,61,9,189356.49,1,1,1,115287.89,0
18299,87872509,Miller,382,France,Female,59,6,78321.16,3,0,0,85176.09,0
18300,93964115,Anderson,751,Germany,Female,26,0,227811.36,4,0,0,28530.41,0
18301,95656846,Davis,571,France,Male,34,6,73860.99,2,0,0,59643.66,0
18302,21607739,Miller,459,Italy,Female,30,7,101279.12,2,1,0,37726.58,0
18303,61386710,Garcia,341,Germany,Male,51,7,67737.1,1,1,0,122210.18,1
18304,85934975,Martin,414,Germany,Male,46,3,63277.39,3,1,0,35263.06,0
18305,80463028,Jones,555,France,Female,51,6,155144.8,3,0,0,38950.63,1
18306,83007554,Hernandez,613,France,Male,24,0,235722.48,2,1,0,117599.21,0
18307,56605696,Martin,489,France,Male,50,0,134259.9,4,0,0,84595.6,0
18308,82559858,Wilson,594,Spain,Male,29,5,17170.41,2,0,1,118081.9,1
18309,10400123,Miller,302,Italy,Male,53,8,139925.69,4,0,0,51614.24,1
18310,87186346,Moore,578,Italy,Male,69,5,241152.16,4,1,1,33421.45,0
18311,40763254,Garcia,646,Italy,Male,21,1,6159.68,4,1,1,110848.4,1
18312,23114784,Miller,440,Spain,Female,34,5,56415.74,4,0,0,75423.71,1
18313,40609527,Martinez,376,Spain,Female,54,0,21646.2,1,1,1,130088.52,0
18314,82263719,Garcia,624,France,Male,26,4,106400.81,4,0,0,84092.79,1
18315,90421675,Williams,308,Italy,Female,31,8,50458.26,4,0,0,23390.41,1
18316,67660485,Taylor,465,Italy,Male,26,8,85743.3,4,1,0,145046.49,0
18317,65628267,Martin,456,France,Male,37,4,55338.27,4,0,0,20108.68,0
18318,59511469,Brown,733,France,Male,59,7,172172.46,2,0,1,48796.33,0
18319,68304381,Hernandez,402,France,Female,48,6,87186.91,4,1,0,62892.56,0
18320,24709690,Anderson,465,France,Male,25,10,166796.62,2,1,1,73644.01,0
18321,16472001,Martin,444,Germany,Female,45,7,56103.51,2,1,1,29296.08,0
18322,43138209,Miller,736,Spain,Female,60,10,26032.01,1,1,0,66045.25,1
18323,98808738,Martinez,406,France,Male,50,1,49214.28,4,0,1,22185.53,1
18324,43432140,Jones,303,France,Male,43,10,63274.37,4,1,1,72660.31,1
18325,77861321,Garcia,422,Spain,Male,57,7,224441.08,1,0,1,126867.82,1
18326,37678213,Hernandez,621,Italy,Female,40,8,143937.97,2,0,1,125718.74,0
18327,30432285,Anderson,366,Netherlands,Male,34,3,194021.17,3,1,1,37591.95,1
18328,20699585,Jones,716,Germany,Male,37,3,102363.09,3,0,1,96433.24,0
18329,18555063,Martinez,740,Spain,Male,56,6,154864.67,4,1,1,106726.5,0
18330,70097159,Jones,706,Germany,Male,61,9,176169.19,2,0,0,130911.27,0
18331,25088675,Brown,510,Spain,Male,67,6,174972.53,4,0,0,142300.5,0
18332,40161248,Wilson,809,Netherlands,Male,36,5,149605.17,1,0,0,44321.19,0
18333,95897350,Hernandez,608,France,Male,61,5,167966.05,2,1,0,106490.95,0
18334,52849678,Brown,779,Germany,Female,69,3,218398.11,4,1,1,40728.72,0
18335,82253885,Johnson,378,Spain,Male,47,9,77334.77,3,0,0,25965.15,0
18336,25070392,Brown,570,Netherlands,Male,43,1,146316.05,3,0,0,131736.47,0
18337,24551566,Smith,578,France,Male,68,6,62455.34,4,1,0,120319.71,1
18338,57801777,Hernandez,519,Netherlands,Male,27,3,6502.2,1,1,1,118688.4,0
18339,63294857,Smith,592,Germany,Male,51,6,108383.55,3,1,0,79707.94,0
18340,81180456,Jones,460,Germany,Male,61,3,71251.76,1,1,0,123328.23,0
18341,47485562,Wilson,793,Netherlands,Female,33,9,210417.77,4,1,0,74810.42,1
18342,52935339,Miller,363,Italy,Female,52,10,190116.79,3,1,1,50024.06,0
18343,74411458,Smith,713,Italy,Female,57,4,171815.93,2,1,1,92721.54,0
18344,57655910,Martinez,627,Spain,Female,63,9,37.43,3,1,1,72448.65,0
18345,57805110,Brown,554,France,Female,19,8,69504.33,2,0,0,67067.43,0
18346,52212963,Martin,408,Italy,Male,22,5,128051.52,1,1,1,51222.46,0
18347,31992835,Garcia,428,Germany,Female,39,6,139035.94,3,0,1,97336.93,1
18348,30530283,Brown,388,Netherlands,Female,33,10,94397.48,3,0,1,31543.36,0
18349,78421068,Wilson,694,Netherlands,Male,62,8,75965.87,2,0,0,126712.13,0
18350,65595898,Wilson,359,France,Male,29,8,175379.29,2,1,1,100680.56,1
18351,24944803,Williams,672,France,Female,21,10,238264.99,2,1,0,37135.83,0
18352,29187683,Wilson,316,France,Male,63,0,12097.16,4,1,1,73351.5,0
18353,21292688,Wilson,791,Germany,Female,64,9,201041.88,3,1,0,55667.84,0
18354,58549915,Davis,758,Netherlands,Male,35,5,132665.01,4,0,1,26450.49,0
18355,48059179,Martin,684,Netherlands,Male,21,10,45993.05,3,0,1,109235.01,1
18356,23796373,Martinez,725,France,Female,36,5,156705.72,2,1,1,96960.41,0
18357,71657000,Davis,722,Spain,Male,35,3,164600.05,4,1,1,42270.85,0
18358,59770634,Wilson,776,Spain,Male,39,7,80759.18,1,0,0,28590.94,0
18359,21143843,Taylor,475,Netherlands,Female,43,10,141450.12,1,0,0,39641.73,0
18360,59419434,Hernandez,799,France,Male,48,7,159142.11,2,0,1,104380.26,1
18361,35703932,Jones,781,Germany,Female,46,9,207285.56,4,1,0,105085.13,0
18362,28419665,Wilson,349,Germany,Male,42,1,62984.62,3,1,0,56622.85,0
18363,34665210,Wilson,376,France,Female,26,9,13516.6,1,1,0,136575.47,0
18364,97607592,Martinez,563,Netherlands,Female,31,4,142963.53,1,0,1,128456.65,0
18365,85467691,Moore,838,France,Male,64,10,84719.0,2,1,1,76484.17,0
18366,97387683,Martinez,473,France,Female,59,10,237966.15,2,0,1,72506.24,0
18367,32975844,Taylor,683,France,Female,55,1,137918.92,1,0,0,80499.05,1
18368,36548303,Martinez,847,Spain,Male,53,3,173759.45,2,0,1,117846.47,1
18369,97480200,Hernandez,519,France,Female,56,2,137904.13,2,1,1,28219.41,0
18370,49054232,Wilson,310,Italy,Female,45,8,40981.39,3,0,1,73275.54,0
18371,51376125,Jones,309,France,Female,57,8,23320.11,2,0,0,128084.43,0
18372,95279379,Brown,739,Spain,Male,39,10,150769.24,4,0,1,25654.89,0
18373,86799020,Martin,491,Italy,Female,35,5,223349.83,3,0,0,49486.02,0
18374,27606266,Garcia,429,France,Female,41,6,216600.29,1,0,0,21024.12,0
18375,92583173,Garcia,844,France,Female,59,3,223074.44,2,0,0,75994.14,0
18376,21196035,Garcia,486,France,Female,53,4,82391.95,4,0,1,81637.21,0
18377,32717097,Brown,561,Italy,Male,25,3,151115.24,1,1,0,61753.59,0
18378,17649475,Taylor,561,Spain,Female,47,9,147042.19,4,1,1,135752.67,0
18379,22172613,Davis,682,France,Female,69,8,141941.61,4,1,1,55186.08,1
18380,25292070,Wilson,637,France,Female,35,2,216147.31,2,0,0,140138.88,1
18381,42825834,Taylor,315,Germany,Male,66,6,227559.83,3,0,0,56575.58,1
18382,27365754,Martin,407,Germany,Male,39,10,224201.31,2,0,0,47289.45,0
18383,69824235,Wilson,634,Germany,Male,55,0,125305.43,2,1,1,39923.01,0
18384,16537309,Anderson,349,France,Female,64,7,52768.65,1,1,1,26715.67,1
18385,54248824,Moore,475,Netherlands,Male,27,8,184579.91,4,1,1,67302.07,0
18386,36529997,Johnson,537,Spain,Female,51,10,135017.61,4,1,1,23881.9,0
18387,67192138,Smith,377,Italy,Female,59,10,235545.15,2,1,0,140932.23,0
18388,92236481,Wilson,400,France,Female,65,2,58812.63,1,1,1,39636.81,1
18389,10112554,Martin,614,Netherlands,Male,60,0,43814.72,4,1,0,103029.32,0
18390,93598905,Anderson,652,Netherlands,Male,33,3,121290.96,3,0,0,81720.01,1
18391,24792534,Moore,350,Netherlands,Male,34,7,109872.31,3,0,1,69734.4,1
18392,74852725,Taylor,587,Italy,Female,34,3,182295.49,3,1,1,96865.76,0
18393,54996165,Anderson,380,Spain,Female,39,8,242971.91,3,1,0,93549.42,1
18394,65703660,Moore,462,Germany,Female,62,8,212784.99,4,1,0,98179.68,0
18395,25821875,Johnson,486,Italy,Female,23,6,100981.23,2,0,0,44803.84,0
18396,39438704,Johnson,637,Germany,Female,61,10,102375.18,2,1,1,58772.45,0
18397,44622809,Hernandez,357,Germany,Female,38,2,145328.24,1,0,0,92918.0,0
18398,82080795,Moore,685,Spain,Female,41,3,82633.86,3,0,0,39877.07,1
18399,43911975,Garcia,409,Germany,Male,44,10,215062.64,2,0,1,90329.99,0
18400,65139626,Miller,734,Spain,Female,27,10,59272.98,2,0,1,59310.39,1
18401,74422602,Davis,566,France,Female,38,10,224207.03,3,1,0,29819.08,0
18402,38186714,Brown,616,Spain,Male,66,6,59970.72,4,0,0,25193.81,0
18403,32223938,Anderson,659,Italy,Female,54,1,68104.02,1,0,1,69541.51,1
18404,75594013,Wilson,316,France,Female,30,10,188452.04,2,0,0,127443.18,0
18405,48997195,Anderson,795,Italy,Female,37,10,27289.31,4,1,0,119405.03,1
18406,82362859,Taylor,499,Spain,Female,51,8,172525.73,2,0,0,55701.72,0
18407,45965582,Taylor,771,Netherlands,Female,63,4,162591.16,1,1,1,68874.73,1
18408,89718490,Smith,627,Germany,Female,67,3,151959.38,3,1,0,120735.46,1
18409,54535910,Davis,798,France,Female,67,6,60807.2,1,1,0,21797.15,1
18410,89805155,Williams,365,Italy,Female,44,9,118493.45,2,0,0,31438.06,0
18411,37097049,Williams,468,France,Male,35,10,26543.25,2,1,1,106898.73,0
18412,31576829,Anderson,493,Germany,Male,19,7,94803.07,3,0,1,26699.94,1
18413,32265755,Wilson,421,Germany,Male,50,5,62466.08,1,1,0,94625.97,0
18414,71952066,Wilson,418,Netherlands,Female,46,4,30681.26,2,0,0,64220.3,0
18415,73126039,Johnson,640,France,Female,25,7,168293.97,4,0,1,148161.43,0
18416,80445883,Martin,516,Italy,Male,45,0,200187.27,2,1,1,64460.82,0
18417,51347030,Anderson,765,Italy,Female,32,3,142343.95,1,1,1,106459.0,1
18418,28738557,Garcia,822,Germany,Male,56,8,242469.68,2,0,0,84645.51,0
18419,33945286,Smith,315,France,Female,38,6,76001.01,1,0,1,97095.89,0
18420,95363684,Davis,383,France,Female,68,1,119902.55,1,0,0,96768.75,0
18421,99557225,Hernandez,621,Germany,Male,34,1,143750.5,4,1,1,95987.22,0
18422,76924652,Martin,757,Netherlands,Male,66,9,35760.28,3,1,0,148824.9,0
18423,21202323,Martin,466,Netherlands,Female,68,0,40620.0,2,0,0,99129.7,0
18424,18545426,Miller,846,Spain,Male,61,8,63735.56,1,1,0,98893.52,0
18425,33807908,Smith,829,Netherlands,Female,49,0,128334.97,2,0,1,89951.01,1
18426,99537033,Garcia,339,Spain,Female,42,2,120119.63,3,0,1,117233.44,0
18427,53659186,Martin,416,France,Female,69,1,59120.31,3,1,1,128536.36,0
18428,52304788,Wilson,596,Spain,Male,49,9,92568.68,1,1,1,33755.57,0
18429,82320146,Martin,822,Netherlands,Male,63,9,182406.98,2,0,1,29714.69,0
18430,36591527,Jones,341,Spain,Male,53,8,213589.58,4,0,1,131129.17,0
18431,43117247,Moore,773,Italy,Female,49,7,123963.62,1,0,0,31041.4,0
18432,22195802,Martinez,672,Italy,Female,56,1,197943.34,3,1,1,43721.21,0
18433,47910845,Brown,587,Germany,Male,66,8,104345.66,3,0,1,32555.83,0
18434,28935900,Martinez,642,Netherlands,Female,66,8,235315.16,1,1,1,47966.63,0
18435,29939759,Williams,370,France,Male,64,10,42406.55,4,0,0,30844.65,1
18436,69141854,Martin,806,Germany,Male,26,9,131000.41,1,0,0,28085.9,0
18437,46375323,Martin,438,France,Male,53,5,110804.34,4,0,0,63361.86,1
18438,26474045,Anderson,303,Spain,Male,68,9,150223.72,1,0,0,86807.98,0
18439,14497121,Miller,700,Spain,Female,42,1,230077.91,1,1,0,136754.15,0
18440,99562455,Martin,613,Italy,Male,55,3,108308.24,3,1,1,22537.4,1
18441,72620380,Garcia,418,Germany,Male,53,5,103123.48,2,1,0,95154.31,1
18442,10938248,Moore,737,France,Male,30,4,126724.39,4,1,1,88207.61,0
18443,20899156,Smith,486,Netherlands,Female,51,3,93261.05,2,0,1,130799.72,0
18444,41331733,Miller,721,Spain,Male,59,1,100607.59,3,0,1,123783.44,1
18445,14429856,Smith,815,France,Female,37,9,187819.1,3,0,0,112695.53,1
18446,10697717,Taylor,640,Spain,Male,33,10,187689.59,3,1,0,49711.42,1
18447,62683706,Moore,838,Spain,Female,49,2,137347.93,4,1,0,29451.77,0
18448,40411637,Hernandez,624,Germany,Male,37,6,184522.34,3,1,0,113083.61,0
18449,38015884,Taylor,533,France,Male,22,8,165041.71,2,0,1,53398.78,0
18450,12541978,Brown,527,Netherlands,Female,39,10,159609.72,4,0,1,56658.58,0
18451,80470032,Davis,343,Germany,Male,44,10,94548.26,2,0,1,53206.71,1
18452,34086373,Garcia,371,Netherlands,Male,27,8,67582.0,3,1,1,105147.55,0
18453,79439512,Davis,841,France,Female,42,7,184920.28,3,0,1,90224.65,1
18454,32396546,Taylor,596,Italy,Female,40,8,91839.73,2,0,1,104749.98,1
18455,85119719,Wilson,400,France,Female,40,1,168951.38,1,1,1,68797.41,1
18456,62979400,Jones,843,France,Female,48,3,31559.7,1,0,1,34579.68,1
18457,25072605,Williams,669,Netherlands,Male,25,6,42347.41,4,1,0,132584.4,0
18458,47991562,Johnson,313,Germany,Male,49,2,218188.49,4,1,1,48245.96,0
18459,77870544,Garcia,787,Germany,Female,31,9,8296.5,3,0,1,92689.45,1
18460,92230197,Brown,312,Spain,Male,45,6,72103.41,3,0,1,136310.1,0
18461,32001155,Taylor,324,Spain,Female,30,2,247833.27,1,1,1,135272.29,1
18462,62046880,Martin,403,Spain,Female,33,4,225514.55,3,1,1,70543.02,0
18463,67425916,Jones,833,Spain,Female,22,5,200947.26,1,0,1,49323.4,0
18464,12591084,Moore,633,Germany,Female,62,5,1358.04,3,0,1,148251.51,0
18465,38186735,Johnson,555,Italy,Female,26,9,62872.5,3,0,1,95008.76,0
18466,21766152,Martin,448,Spain,Female,32,2,216144.72,3,0,0,134548.28,1
18467,74239338,Martin,823,France,Female,39,1,175080.34,1,0,0,108310.34,0
18468,52603294,Smith,677,Italy,Male,29,5,165414.89,2,1,1,84832.5,1
18469,98511741,Johnson,774,Germany,Female,63,8,61210.53,1,0,1,88468.7,0
18470,18873145,Martin,317,Spain,Male,67,10,8681.82,2,1,1,31856.37,0
18471,19920403,Jones,355,France,Male,29,5,217570.15,4,0,1,103035.99,0
18472,29682060,Martin,428,Italy,Male,57,1,125332.56,2,0,0,99283.78,1
18473,41308899,Smith,487,Germany,Male,22,4,233936.9,1,1,0,96518.56,1
18474,61452871,Garcia,686,Germany,Male,63,5,51958.67,4,1,0,108127.66,0
18475,99480255,Hernandez,352,Spain,Female,22,2,124131.78,3,1,0,59875.52,0
18476,22571715,Hernandez,440,Germany,Female,68,8,13447.6,3,0,0,112551.97,1
18477,74664341,Smith,419,Germany,Male,43,4,125748.99,4,0,0,22524.41,0
18478,48671255,Wilson,360,Germany,Male,45,8,20540.63,3,0,0,39573.34,0
18479,72006942,Jones,542,Spain,Female,64,10,232039.45,2,1,1,103173.61,0
18480,46900550,Taylor,463,Spain,Male,22,10,182010.02,3,0,0,46690.72,1
18481,92139152,Taylor,369,Germany,Male,62,3,10283.36,2,1,0,109320.76,1
18482,55786326,Williams,355,Spain,Female,21,8,19865.2,1,1,1,143910.99,0
18483,62298137,Johnson,735,Netherlands,Female,24,9,3512.14,2,0,1,39436.79,0
18484,35456997,Martin,577,Germany,Male,46,10,63774.35,4,0,1,114919.07,0
18485,70523416,Taylor,787,Italy,Male,36,0,234727.58,3,1,0,137577.19,0
18486,70595176,Taylor,633,Spain,Male,49,2,46539.09,1,0,1,96137.55,0
18487,22335317,Brown,415,France,Female,27,2,93113.52,2,0,1,105261.98,1
18488,12087479,Garcia,398,Italy,Female,45,8,231870.21,2,1,0,128845.59,0
18489,88123513,Moore,685,Netherlands,Male,42,6,9411.84,1,1,1,77969.04,1
18490,15718686,Martin,518,France,Female,45,5,220786.35,1,0,1,41319.41,0
18491,87265572,Taylor,535,Italy,Female,31,6,159484.97,1,0,1,128729.94,0
18492,55566489,Taylor,440,Spain,Male,22,7,26553.02,4,0,1,99420.56,0
18493,14635924,Hernandez,844,Spain,Male,45,2,249303.32,2,0,1,108699.3,0
18494,83250782,Smith,770,France,Male,42,9,245794.96,3,0,0,135615.93,0
18495,89011906,Wilson,340,Spain,Female,28,1,33750.19,2,0,1,134542.38,0
18496,76568983,Martin,609,France,Female,35,0,175507.21,1,1,1,77570.04,1
18497,63522962,Moore,766,France,Female,61,0,41144.32,1,0,0,65292.0,0
18498,90612857,Martinez,483,Netherlands,Female,44,1,164277.59,1,0,1,79899.7,0
18499,99451098,Miller,609,Italy,Male,58,1,12360.97,1,0,0,96990.59,0
18500,92554565,Moore,563,Germany,Male,57,9,222485.09,1,0,0,140430.52,0
18501,33655812,Martin,557,Netherlands,Female,66,10,90691.04,4,1,0,40166.59,0
18502,10062593,Jones,742,Spain,Female,56,9,177908.28,1,1,1,73129.17,0
18503,60710368,Johnson,461,Netherlands,Female,45,7,22337.87,1,0,0,86460.97,0
18504,26337668,Hernandez,701,Italy,Male,22,7,226155.73,2,1,1,34035.02,0
18505,85641975,Moore,626,Italy,Female,35,1,32353.36,4,0,0,86195.78,0
18506,93179134,Hernandez,590,Italy,Female,50,3,220197.55,1,1,0,146223.64,0
18507,74699276,Miller,567,Netherlands,Female,32,0,13049.5,4,0,0,120721.15,0
18508,56969051,Moore,839,Germany,Male,50,0,11234.74,4,1,1,144604.71,0
18509,74756078,Moore,820,Netherlands,Female,35,9,189363.48,1,1,1,69965.11,1
18510,20437043,Hernandez,437,Netherlands,Female,44,3,81612.36,2,1,0,136977.74,0
18511,95978807,Moore,402,Germany,Female,69,6,198347.42,1,1,0,133002.09,0
18512,60591722,Hernandez,480,Spain,Female,22,4,246611.47,4,0,1,109118.59,0
18513,31445947,Hernandez,385,Netherlands,Male,48,4,167552.03,1,1,0,70474.97,0
18514,57685864,Anderson,737,Germany,Female,52,6,116824.17,1,0,0,42685.27,0
18515,46478902,Taylor,640,Germany,Female,28,2,55302.84,2,0,1,129401.58,0
18516,40166750,Smith,420,Germany,Female,28,10,163699.48,3,1,1,97185.56,0
18517,94679089,Jones,456,France,Male,33,2,210857.85,1,0,1,145984.45,0
18518,93029979,Anderson,301,Netherlands,Male,40,0,248525.31,3,1,1,29198.98,0
18519,15197695,Johnson,710,France,Female,41,1,187457.43,1,1,1,37294.81,0
18520,30989931,Jones,399,Netherlands,Male,43,9,172921.13,4,1,0,113751.46,0
18521,24388429,Martinez,784,Italy,Male,68,4,238281.79,4,0,1,33325.7,0
18522,32547687,Martinez,644,Germany,Male,41,0,142976.12,4,1,0,134863.7,0
18523,23232318,Martin,592,France,Female,68,4,103508.24,3,1,1,133732.89,1
18524,44082235,Martinez,568,Netherlands,Female,38,2,130303.47,2,0,1,116417.25,0
18525,34358474,Davis,501,Netherlands,Female,55,2,245592.93,2,0,0,74894.7,0
18526,69420560,Brown,575,France,Female,35,5,142922.83,2,1,0,93418.47,0
18527,14694664,Anderson,642,France,Male,21,3,132551.72,3,1,0,138482.03,0
18528,96274122,Taylor,458,Netherlands,Female,38,7,229951.76,1,0,1,55243.02,0
18529,44044212,Williams,370,Germany,Male,19,1,9814.84,4,1,1,52899.72,0
18530,58228836,Anderson,586,France,Male,61,1,37113.59,4,0,1,118017.8,0
18531,96691667,Moore,845,Germany,Male,40,1,10969.69,4,0,1,21015.99,1
18532,23858298,Johnson,724,Spain,Male,36,8,126973.41,4,1,1,117773.9,0
18533,57844871,Johnson,585,France,Female,42,5,222234.08,4,1,1,64223.22,1
18534,28267748,Davis,738,France,Male,32,4,170894.28,3,1,0,103626.93,1
18535,84083155,Miller,431,Italy,Female,56,8,73548.83,1,0,1,126393.27,0
18536,61836843,Jones,630,Germany,Female,62,9,148554.04,3,0,1,108151.25,0
18537,88538424,Martinez,790,Germany,Female,33,1,9023.37,3,0,1,141214.83,1
18538,29766668,Hernandez,437,Spain,Male,35,10,57522.68,4,0,1,33503.67,0
